Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
1/5/2016 13:07,Product1,1200,Visa,Amanda,Shenfield,England,United Kingdom,1/2/2016 14:27,2/1/2016 22:27,51.6166667,0.3166667
1/6/2016 3:39,Product1,1200,Visa,Krista,Bergen,Hordaland,Norway,9/20/2005 1:58,2/2/2016 0:08,60.3911111,5.3247222
1/15/2016 15:26,Product1,1200,Visa,Sarah,Bolton,England,United Kingdom,1/15/2016 8:16,2/2/2016 0:53,53.5833333,-2.4333333
1/23/2016 4:47,Product1,1200,Mastercard,Sarah,Sandymount,Dublin,Ireland,1/16/2006 8:48,2/2/2016 2:12,53.335,-6.2113889
1/12/2016 10:05,Product2,3600,Amex,Pamela,Bellinzona,Ticino,Switzerland,9/3/2007 13:23,2/2/2016 5:16,46.2,9.0166667
1/30/2016 5:13,Product1,1200,Visa,Christine,Antwerpen,Antwerpen,Belgium,1/3/2006 13:57,2/2/2016 5:45,51.2166667,4.4166667
1/14/2016 10:32,Product3,7500,Mastercard,Diana,Campinas,Sao Paulo,Brazil,11/5/2015 7:03,2/2/2016 5:54,-22.9,-47.0833333
1/12/2016 8:13,Product1,1200,Amex,mary,Nacka,Stockholm,Sweden,3/8/2006 4:32,2/2/2016 6:01,59.3,18.1666667
1/27/2016 8:11,Product1,1200,Visa,Helena,Fremont                     ,CA,United States,1/27/2016 8:05,2/2/2016 6:08,37.54833,-121.9875
1/30/2016 17:33,Product1,1200,Visa,nina,Warwick,Queensland,Australia,1/25/2016 22:36,2/2/2016 6:13,-28.2333333,152.0166667
1/15/2016 9:52,Product1,1200,Amex,Mark,Holmdel                     ,NJ,United States,1/15/2016 8:36,2/2/2016 7:00,40.345,-74.18444
1/13/2016 11:54,Product1,1200,Visa,alice and rudolf,Baltimore                   ,MD,United States,1/8/2016 11:11,2/2/2016 8:01,39.2725,-76.53167
1/21/2016 11:00,Product1,1200,Visa,Costanza,Saggart,Dublin,Ireland,1/19/2016 10:11,2/2/2016 8:29,53.2802778,-6.4444444
1/16/2016 11:49,Product1,1200,Mastercard,Yoko,Andover                     ,MA,United States,2/18/2015 18:56,2/2/2016 8:53,42.65833,-71.1375
1/1/2016 9:35,Product1,1200,Mastercard,Barbara,La Crescenta                ,CA,United States,12/31/2015 17:51,2/2/2016 10:27,34.22417,-118.23917
1/13/2016 5:58,Product1,1200,Mastercard,Kit,Suwanee                     ,GA,United States,1/5/2016 21:12,2/2/2016 13:13,34.05139,-84.07139
1/6/2016 16:08,Product2,3600,Visa,cristina,Seattle                     ,WA,United States,3/14/2005 16:39,2/2/2016 14:17,47.60639,-122.33083
1/5/2016 10:25,Product1,1200,Amex,linda,Arlington                   ,VA,United States,10/11/2015 3:50,2/2/2016 16:13,38.89028,-77.08444
1/4/2016 21:08,Product1,1200,Mastercard,Christyna,Calgary,Alberta,Canada,1/21/2015 20:11,2/2/2016 18:50,51.0833333,-114.0833333
1/12/2016 20:43,Product1,1200,Visa,Alicja ,Kenmore                     ,WA,United States,1/12/2016 20:31,2/2/2016 20:26,47.7575,-122.24278
1/17/2016 3:22,Product1,1200,Visa,Rachel,Fresno                      ,CA,United States,2/1/2015 12:45,2/2/2016 20:35,36.74778,-119.77139
1/18/2016 11:17,Product1,1200,Amex,Rachel,Atascadero                  ,CA,United States,3/11/2015 13:35,2/2/2016 22:49,35.48944,-120.66972
1/27/2016 9:01,Product1,1200,Visa,Jan,Barcelona,Catalonia,Spain,5/29/2015 12:23,2/3/2016 0:59,41.3833333,2.1833333
1/8/2016 8:11,Product1,1200,Diners,Karin,High Wycombe,England,United Kingdom,1/8/2016 7:00,2/3/2016 1:54,51.6333333,-0.7666667
1/26/2016 23:28,Product2,3600,Amex,ron ,Tsaritsyno,Moscow City,Russia,12/7/2006 8:26,2/3/2016 2:10,55.6283333,37.6608333
1/10/2016 21:35,Product1,1200,Mastercard,Sharon,Ajax,Ontario,Canada,8/7/2015 6:17,2/3/2016 3:42,43.85,-79.0166667
1/11/2016 6:01,Product1,1200,Mastercard,Anna,New York                    ,NY,United States,1/1/2016 10:24,2/3/2016 4:25,40.71417,-74.00639
1/19/2016 14:53,Product1,1200,Mastercard,Laura,Fairfield                   ,IA,United States,12/12/2015 5:18,2/3/2016 5:40,41.00861,-91.9625
1/22/2016 7:14,Product1,1200,Visa,Yana,North Bay,Ontario,Canada,10/11/2006 19:22,2/3/2016 6:36,46.3,-79.45
1/15/2016 8:12,Product1,1200,Visa,Katherine,Marietta                    ,GA,United States,1/13/2016 10:03,2/3/2016 7:44,33.9525,-84.55
1/7/2016 6:33,Product1,1200,Diners,Therese,Clontarf,Dublin,Ireland,6/15/2015 8:08,2/3/2016 7:51,53.3591667,-6.2161111
1/12/2016 8:05,Product1,1200,Amex,Francoise ,Danville                    ,PA,United States,1/12/2016 6:44,2/3/2016 8:01,40.96333,-76.61306
1/28/2016 13:03,Product2,3600,Amex,Elizabeth,Okotoks,Alberta,Canada,9/10/2015 6:53,2/3/2016 9:13,50.7166667,-113.9666667
1/25/2016 8:54,Product1,1200,Amex,Corinne,Anthem                      ,AZ,United States,3/26/2006 17:32,2/3/2016 9:50,33.86722,-112.14611
1/5/2016 10:08,Product1,1200,Visa,Ec,Clonmel,Tipperary,Ireland,1/5/2016 7:47,2/3/2016 10:21,52.355,-7.7038889
1/5/2016 19:29,Product1,1200,Visa,Carmen,Arlington                   ,VA,United States,4/29/2015 16:09,2/3/2016 10:23,38.89028,-77.08444
1/7/2016 19:06,Product2,3600,Amex,Brittany,Orlando                     ,FL,United States,8/10/2004 3:30,2/3/2016 11:32,28.53806,-81.37944
1/23/2016 11:33,Product1,1200,Mastercard,Sandrine,Walnut Creek                ,CA,United States,1/22/2016 23:31,2/3/2016 11:49,37.90639,-122.06389
1/3/2016 21:11,Product1,1200,Mastercard,asuncion ,Centennial                  ,CO,United States,12/3/2015 13:00,2/3/2016 11:50,39.57917,-104.87639
1/11/2016 17:28,Product1,1200,Visa,Sophie,Newtown                     ,CT,United States,1/11/2016 11:50,2/3/2016 12:21,41.41389,-73.30389
1/21/2016 20:18,Product1,1200,Amex,Henrietta,Vancouver,British Columbia,Canada,7/6/2007 23:53,2/3/2016 12:22,49.25,-123.1333333
1/24/2016 10:23,Product1,1200,Visa,DD,York,England,United Kingdom,8/19/2015 12:58,2/3/2016 12:57,53.9666667,-1.0833333
1/7/2016 14:55,Product1,1200,Visa,Jennifer,Drogheda,Louth,Ireland,9/21/2006 2:39,2/3/2016 13:36,53.7188889,-6.3477778
1/29/2016 10:38,Product1,1200,Visa,samuel,Saddle Brook                ,NJ,United States,1/29/2016 9:08,2/3/2016 14:39,40.89889,-74.09306
1/8/2016 14:04,Product1,1200,Amex,Angelina  Patrick,San Diego                   ,CA,United States,1/7/2016 17:01,2/3/2016 14:57,32.71528,-117.15639
1/31/2016 21:50,Product1,1200,Visa,Sven,Issaquah                    ,WA,United States,1/31/2016 21:01,2/3/2016 16:30,47.53028,-122.03139
1/1/2016 16:00,Product1,1200,Visa,Toni,Bolton,England,United Kingdom,10/7/2015 15:19,2/3/2016 16:45,53.5833333,-2.4333333
1/30/2016 13:13,Product1,1200,Visa,Patrick,Lexington                   ,MA,United States,1/30/2016 12:44,2/3/2016 17:14,42.44722,-71.225
1/27/2016 16:50,Product1,1200,Visa,jason,Altadena                    ,CA,United States,12/28/2015 14:42,2/3/2016 18:09,34.18972,-118.13028
1/30/2016 7:42,Product1,250,Visa,Tabatha,Altadena                    ,CA,United States,12/28/2015 14:42,2/3/2016 18:09,34.18972,-118.13028
1/17/2016 15:48,Product2,3600,Visa,Aline,Davis                       ,CA,United States,1/8/2005 14:03,2/3/2016 19:14,38.545,-121.73944
1/12/2016 11:40,Product2,3600,Visa,Debra,Toronto,Ontario,Canada,12/30/2015 6:59,2/3/2016 19:42,43.6666667,-79.4166667
1/30/2016 20:27,Product1,1200,Mastercard,Natasha,Pasadena                    ,CA,United States,1/30/2016 20:02,2/3/2016 23:39,34.14778,-118.14361
1/27/2016 18:35,Product1,1200,Mastercard,Melinda,Buffalo Grove               ,IL,United States,1/27/2016 18:28,2/3/2016 23:42,41.98111,-89.595
1/16/2016 12:47,Product1,1200,Visa,Luc1nda,London,England,United Kingdom,12/12/2004 15:18,2/4/2016 2:13,51.52721,0.14559
1/2/2016 2:50,Product1,1200,Visa,Kim,Newcastle,Wicklow,Ireland,10/12/2005 6:56,2/4/2016 2:19,53.0683333,-6.0658333
1/21/2016 5:39,Product1,1200,Amex,Britlyn ,Norwalk                     ,CT,United States,11/4/2015 9:51,2/4/2016 4:31,41.1175,-73.40833
1/28/2016 1:28,Product1,1200,Diners,Adam,Besancon,Franche-Comte,France,1/26/2016 2:28,2/4/2016 5:39,47.25,6.0333333
1/8/2016 13:33,Product1,1200,Visa,Mimi,Monte-Carlo, ,Monaco,9/23/2006 13:19,2/4/2016 6:16,43.7333333,7.4166667
1/22/2016 12:09,Product1,1200,Visa,Liann,Monaco, ,Monaco,1/22/2016 11:32,2/4/2016 6:28,43.7333333,7.4166667
1/20/2016 8:23,Product1,1200,Mastercard,Sarah,Floyds Knobs                ,IN,United States,10/12/2005 17:17,2/4/2016 8:16,38.32444,-85.87361
1/2/2016 7:47,Product1,1200,Diners,Naseer,London,England,United Kingdom,12/8/2015 6:45,2/4/2016 8:50,51.5,-0.1166667
1/11/2016 4:55,Product1,1200,Amex,Caroline,Marietta                    ,GA,United States,4/12/2006 18:20,2/4/2016 9:22,33.9525,-84.55
1/23/2016 7:47,Product1,1800,Amex,Karena,Marietta                    ,GA,United States,4/12/2006 18:20,2/4/2016 9:22,33.9525,-84.55
1/21/2016 23:19,Product1,1200,Amex,janet,Hon                         ,HI,United States,9/4/2015 16:51,2/4/2016 11:11,21.30694,-157.85833
1/11/2016 4:29,Product3,7500,Visa,Hans,Knoxville                   ,TN,United States,8/28/2015 6:20,2/4/2016 12:17,35.96056,-83.92083
1/11/2016 4:39,Product1,1200,Visa,Sandra  Thierry  Zoe,Knoxville                   ,TN,United States,8/28/2015 6:20,2/4/2016 12:17,35.96056,-83.92083
1/10/2016 8:13,Product1,1200,Mastercard,Eleanor,Edinburgh,Scotland,United Kingdom,7/31/2015 22:34,2/4/2016 13:08,55.95,-3.2
1/22/2016 12:55,Product1,1200,Visa,Anna,Paris,Ile-de-France,France,8/17/2007 4:34,2/4/2016 13:12,48.8666667,2.3333333
1/17/2016 15:00,Product1,1200,Visa,Cara ,Humble                      ,TX,United States,3/12/2007 14:55,2/4/2016 13:29,29.99861,-95.26194
