Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
1/14/2016 6:32,Product1,1200,Visa,Kate,Broadlands                  ,VA,United States,4/12/2006 6:14,1/18/2016 14:04,39.04361,-77.48778
1/4/2016 23:48,Product1,1200,Diners,Sarka,Yellowknife,Northwest Territories,Canada,1/4/2016 22:41,1/18/2016 16:17,62.45,-114.35
1/18/2016 16:32,Product2,3600,Visa,Therese,Los Angeles                 ,CA,United States,1/18/2016 16:23,1/18/2016 16:54,34.05222,-118.24278
1/18/2016 17:04,Product2,3600,Visa,Abdul-L,New York                    ,NY,United States,1/18/2016 16:58,1/18/2016 16:58,40.71417,-74.00639
1/18/2016 17:20,Product2,3600,Visa,heidi,Saint Paul                  ,MN,United States,1/18/2016 17:16,1/18/2016 17:16,44.94444,-93.09306
1/18/2016 17:39,Product2,3600,Visa,jiyoung,New York                    ,NY,United States,1/18/2016 17:34,1/18/2016 17:34,40.71417,-74.00639
1/11/2016 11:20,Product1,1200,Visa,Klara,Spring Lake Park            ,MN,United States,12/31/2015 19:48,1/18/2016 17:43,45.10778,-93.23778
1/13/2016 20:59,Product1,1200,Mastercard,Andrew,Winnipeg,Manitoba,Canada,1/13/2016 16:44,1/18/2016 19:17,49.8833333,-97.1666667
1/12/2016 16:50,Product1,1200,Visa,Vicki and Bill,Seattle                     ,WA,United States,1/4/2016 21:33,1/19/2016 1:22,47.60639,-122.33083
1/12/2016 15:12,Product1,1200,Mastercard,David,Deptford                    ,NJ,United States,1/12/2016 14:07,1/19/2016 3:47,39.83806,-75.15306
1/6/2016 12:27,Product1,1200,Mastercard,Antonella,Amsterdam,Noord-Holland,Netherlands,1/6/2016 12:04,1/19/2016 4:59,52.35,4.9166667
1/9/2016 18:52,Product1,1200,Visa,David,Alpharetta                  ,GA,United States,11/25/2015 7:56,1/19/2016 6:12,34.07528,-84.29417
1/18/2016 23:17,Product1,1200,Visa,Greg,Washington                  ,DC,United States,1/18/2016 15:18,1/19/2016 6:13,38.895,-77.03667
1/7/2016 8:21,Product1,1200,Visa,Jannik ,Holmenkollen,Oslo,Norway,1/3/2016 11:06,1/19/2016 6:54,59.9666667,10.6666667
1/3/2016 9:54,Product1,1200,Visa,Sylvia,Zekeriyakoy,Istanbul,Turkey,12/29/2015 10:38,1/19/2016 7:37,41.1980556,29.0302778
1/5/2016 19:37,Product1,1200,Amex,Bernadette,Washington                  ,DC,United States,11/7/2007 9:49,1/19/2016 7:42,38.895,-77.03667
1/4/2016 12:49,Product1,1200,Diners,Denise,Montreal,Quebec,Canada,5/25/2007 10:58,1/19/2016 7:58,45.5,-73.5833333
1/8/2016 11:55,Product2,3600,Visa,Caren,Braunschweig,Lower Saxony,Germany,1/3/2016 12:39,1/19/2016 8:31,52.2666667,10.5333333
1/14/2016 18:21,Product1,1200,Visa,luciana,Athens                      ,GA,United States,9/25/2005 6:25,1/19/2016 11:21,33.96083,-83.37806
1/11/2016 19:01,Product1,1200,Diners,Maja,Hoschton                    ,GA,United States,1/11/2016 18:17,1/19/2016 12:47,34.09639,-83.76139
1/14/2016 5:20,Product2,3600,Visa,Kristen,Binningen,Basel-Country,Switzerland,1/12/2016 13:31,1/19/2016 13:07,47.5333333,7.5666667
1/15/2016 8:07,Product1,1200,Visa,Kirstie,Royal Oak                   ,MI,United States,12/13/2015 19:35,1/19/2016 14:59,42.48944,-83.14472
1/15/2016 8:10,Product1,1200,Visa,Scott ,Royal Oak                   ,MI,United States,12/13/2015 19:35,1/19/2016 14:59,42.48944,-83.14472
1/2/2016 17:45,Product1,1200,Mastercard,Jammie,Belmont                     ,MA,United States,12/9/2005 17:19,1/19/2016 15:36,42.39583,-71.17917
1/19/2016 16:10,Product1,1200,Mastercard,Frank,Old Greenwich               ,CT,United States,1/19/2016 15:31,1/19/2016 16:00,41.02278,-73.56528
1/19/2016 16:55,Product1,1200,Mastercard,scott,Coconut Grove               ,FL,United States,1/19/2016 16:18,1/19/2016 16:18,25.71222,-80.25722
1/10/2016 17:41,Product1,1200,Visa,Jiri,Vienna                      ,VA,United States,1/10/2016 16:32,1/19/2016 17:52,38.90111,-77.26556
1/18/2016 13:49,Product2,3600,Visa,Bev,San Ramon                   ,CA,United States,1/11/2016 12:00,1/19/2016 18:07,37.78,-121.97694
1/15/2016 5:47,Product1,1200,Visa,Dave and Amy,Norfolk                     ,VA,United States,1/15/2016 0:21,1/19/2016 22:48,36.84667,-76.28556
1/19/2016 23:06,Product1,1200,Mastercard,Rebecca,Norfolk                     ,VA,United States,1/19/2016 22:53,1/19/2016 22:53,36.84667,-76.28556
1/19/2016 11:12,Product1,1200,Visa,Melissa,Aberdeen,Scotland,United Kingdom,8/27/2015 8:22,1/20/2016 0:35,57.1333333,-2.1
1/4/2016 1:38,Product1,1200,Amex,jeremy,Charlestown,New South Wales,Australia,7/15/2015 21:04,1/20/2016 1:08,-32.95,151.6666667
1/20/2016 3:11,Product1,1200,Visa,Randy,Wigan,England,United Kingdom,1/20/2016 3:02,1/20/2016 3:06,53.5333333,-2.6166667
1/3/2016 10:52,Product1,1200,Visa,Djeiny,Rockville                   ,MD,United States,4/18/2005 9:27,1/20/2016 6:47,39.01806,-77.20889
1/20/2016 5:24,Product3 ,7500,Mastercard,Amanda,Shreveport                  ,LA,United States,1/20/2016 5:13,1/20/2016 7:15,32.525,-93.75
1/20/2016 6:03,Product1,1200,Mastercard,Andrea ,Shreveport                  ,LA,United States,1/20/2016 5:13,1/20/2016 7:15,32.525,-93.75
1/10/2016 11:37,Product1,1200,Amex,Joanna,Little Silver               ,NJ,United States,12/28/2015 20:10,1/20/2016 7:42,40.33667,-74.0475
1/20/2016 5:50,Product1,1200,Visa,Jessica,Abbey Town,England,United Kingdom,1/20/2016 4:23,1/20/2016 7:46,54.8333333,-3.2833333
1/19/2016 16:32,Product1,1200,Amex,alison,Mid City West               ,PA,United States,1/19/2016 10:24,1/20/2016 10:09,39.95222,-75.16417
1/18/2016 10:42,Product1,1200,Visa,malin,Atlanta,Georgia,United States,1/18/2016 0:00,1/20/2016 11:09,33.74889,-84.38806
1/7/2016 6:11,Product2,3600,Visa,Tiffany ,Paris,Ile-de-France,France,1/7/2016 5:30,1/20/2016 11:22,48.8666667,2.3333333
1/3/2016 8:29,Product1,1200,Visa,Genevieve,Milton Keynes,England,United Kingdom,10/10/2015 1:26,1/20/2016 11:31,52.0333333,-0.7
1/1/2016 2:09,Product1,1200,Mastercard,Saraya,Dresden,Saxony,Germany,3/12/2006 11:31,1/20/2016 11:56,51.05,13.75
