Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
1/1/2016 7:09,Product1,1200,Amex,Emer,South Palm Beach            ,FL,United States,2/28/2005 5:40,1/21/2016 19:14,26.70528,-80.03667
1/21/2016 14:55,Product1,1200,Diners,john,New York                    ,NY,United States,1/21/2016 10:23,1/21/2016 20:34,40.71417,-74.00639
1/7/2016 22:29,Product1,1200,Mastercard,lailani,Anchorage                   ,AK,United States,1/7/2016 13:23,1/21/2016 22:30,61.21806,-149.90028
1/11/2016 22:22,Product2,3600,Visa,STEPHANIE,Mona Vale,New South Wales,Australia,12/30/2015 17:48,1/21/2016 22:33,-33.6666667,151.3
1/21/2016 14:25,Product1,1200,Visa,Tricia,Castricum,Noord-Holland,Netherlands,12/28/2007 15:28,1/22/2016 0:38,52.55,4.6666667
1/18/2016 16:50,Product1,1200,Visa,Celina,North Brunswick             ,NJ,United States,1/18/2016 16:25,1/22/2016 1:17,40.4497,-74.482
1/21/2016 12:08,Product2,3600,Visa,Rosemary,Jacksonville                ,FL,United States,1/21/2016 11:39,1/22/2016 6:13,30.33194,-81.65583
1/22/2016 6:41,Product1,1200,Visa,Patrick,Baytown                     ,TX,United States,1/22/2016 4:32,1/22/2016 6:54,29.73528,-94.97722
1/12/2016 9:23,Product1,1200,Mastercard,Jacob,Winter Haven                ,FL,United States,1/10/2016 14:55,1/22/2016 7:59,28.02194,-81.73306
1/22/2016 8:23,Product1,1200,Visa,elisabeth,Gonzaga Univ                ,WA,United States,1/22/2016 7:55,1/22/2016 8:14,47.65889,-117.425
1/3/2016 6:41,Product2,3600,Visa,ayelet,Malmo,Skane,Sweden,8/7/2015 9:24,1/22/2016 11:24,55.6,13
1/1/2016 12:20,Product2,3600,Visa,seemab,San Pawl tat-Targa, ,Malta,9/17/2005 3:32,1/22/2016 12:00,35.9202778,14.4425
1/4/2016 22:00,Product2,3600,Amex,Lucien,Wiesbaden,Hessen,Germany,1/4/2016 11:32,1/22/2016 12:21,50.0833333,8.25
1/21/2016 2:15,Product1,1200,Visa,Kevin ,London,England,United Kingdom,1/8/2016 2:50,1/22/2016 13:46,51.52721,0.14559
1/1/2016 14:22,Product1,1200,Mastercard,Liban,Stavanger,Rogaland,Norway,6/19/2015 10:48,1/22/2016 14:38,58.9666667,5.75
1/16/2016 1:07,Product2,3600,Diners,Lesley,Cork,Cork,Ireland,1/14/2016 4:10,1/22/2016 15:06,51.8986111,-8.4958333
1/20/2016 8:51,Product1,1200,Visa,Marie,Winchester                  ,MA,United States,7/23/2015 14:59,1/22/2016 18:08,42.45222,-71.1375
1/4/2016 9:02,Product1,1200,Visa,Charlene,Calgary,Alberta,Canada,12/13/2015 19:20,1/22/2016 19:27,51.0833333,-114.0833333
1/6/2016 8:34,Product1,1200,Visa,Orit,Dallas                      ,TX,United States,1/5/2016 15:00,1/22/2016 21:41,32.78333,-96.8
1/8/2016 4:16,Product1,1200,Visa,Alan,Malahide,Dublin,Ireland,4/18/2006 13:26,1/23/2016 2:21,53.4508333,-6.1544444
1/23/2016 3:33,Product2,3600,Mastercard,Anja Langer,Saint Paul                  ,MN,United States,1/23/2016 3:00,1/23/2016 3:00,44.94444,-93.09306
1/6/2016 4:18,Product1,1200,Visa,Lina,Edinburgh,Scotland,United Kingdom,1/6/2016 3:38,1/23/2016 3:22,55.95,-3.2
1/23/2016 3:30,Product1,1200,Amex,Larry,Naarden,Noord-Holland,Netherlands,1/23/2016 3:27,1/23/2016 3:40,52.3,5.15
1/10/2016 4:04,Product1,1200,Visa,Jessica,Oldenburg,Lower Saxony,Germany,12/20/2015 8:41,1/23/2016 5:28,53.1666667,8.2
1/5/2016 2:57,Product3,7500,Visa,Marion,Rennes,Brittany,France,12/29/2015 3:16,1/23/2016 7:29,48.0833333,-1.6833333
1/21/2016 14:15,Product1,1200,Amex,Eric,Ely                         ,NV,United States,1/21/2016 13:56,1/23/2016 10:35,39.2475,-114.88778
1/21/2016 6:39,Product1,1200,Amex,Miriane,Norfolk                     ,VA,United States,7/30/2007 21:10,1/23/2016 12:48,36.84667,-76.28556
1/19/2016 8:14,Product1,1200,Visa,Jeff,Houston                     ,TX,United States,1/4/2016 12:39,1/23/2016 12:52,29.76306,-95.36306
1/23/2016 8:00,Product1,1200,Diners,christina,Chepel,Budapest,Hungary,1/22/2016 9:55,1/23/2016 12:59,47.4166667,19.0833333
1/22/2016 23:35,Product1,1200,Mastercard,Shannon,Buffalo Grove               ,IL,United States,1/22/2016 23:23,1/23/2016 22:05,41.98111,-89.595
1/14/2016 3:09,Product1,1200,Mastercard,Angela,Newburgh,Scotland,United Kingdom,4/25/2007 5:08,1/24/2016 2:12,56.3333333,-3.25
1/16/2016 1:51,Product1,1200,Visa,Angela,Vienna,Vienna,Austria,1/16/2016 1:38,1/24/2016 5:39,48.2,16.3666667
1/1/2016 6:29,Product1,1200,Mastercard,Elaine,Vicenza,Veneto,Italy,8/3/2007 2:48,1/24/2016 5:51,45.55,11.55
1/21/2016 7:59,Product1,1200,Visa,Helen,Mechanics Grove             ,PA,United States,4/7/2015 17:15,1/24/2016 6:01,39.89694,-76.16389
1/23/2016 7:37,Product2,3600,Amex,Fatisha,Miami                       ,FL,United States,1/23/2016 6:32,1/24/2016 6:54,25.77389,-80.19389
1/18/2016 14:39,Product1,1200,Visa,Nina,Silver Spring               ,MD,United States,1/5/2016 15:43,1/24/2016 7:31,38.99056,-77.02639
1/24/2016 9:01,Product2,3600,Visa,Barbara,Kirriemuir,Scotland,United Kingdom,1/24/2016 8:02,1/24/2016 8:02,56.6666667,-3
1/15/2016 1:41,Product1,1200,Diners,Karen,Roquefort,Provence-Alpes-Cote d'Azur,France,1/14/2016 4:13,1/24/2016 8:36,43.25,5.6166667
1/17/2016 7:23,Product1,1200,Visa,Georgina,Portland                    ,OR,United States,11/28/2007 10:05,1/24/2016 8:54,45.52361,-122.675
1/23/2016 11:37,Product1,1200,Diners,Kellie,Staten Island               ,NY,United States,1/23/2016 10:42,1/24/2016 8:59,40.56472,-74.1275
1/19/2016 15:02,Product1,1200,Mastercard,Terry,San Antonio                 ,TX,United States,1/19/2016 14:43,1/24/2016 10:26,29.42389,-98.49333
1/11/2016 7:10,Product2,3600,Visa,LAURIE,Guildford,England,United Kingdom,3/7/2006 5:47,1/24/2016 14:54,51.2166667,-0.5666667
1/10/2016 3:28,Product1,1200,Visa,frauke,Horten,Vestfold,Norway,11/24/2015 15:50,1/24/2016 15:10,59.4136111,10.4669444
1/7/2016 19:03,Product2,3600,Mastercard,Cindy,Englewood                   ,CO,United States,12/17/2007 19:55,1/24/2016 19:19,39.64778,-104.98722
1/17/2016 14:02,Product1,1200,Visa,Simone,San Antonio                 ,TX,United States,12/7/2005 19:48,1/24/2016 21:29,29.42389,-98.49333
1/25/2016 0:09,Product1,1200,Visa,Hilde ,Princeville                 ,HI,United States,6/20/2015 22:08,1/25/2016 0:12,22.22361,-159.48528
1/9/2016 14:27,Product1,1200,Visa,Leah,Castleknock,Dublin,Ireland,6/14/2007 13:14,1/25/2016 0:57,53.3786111,-6.3922222
1/9/2016 14:32,Product1,1200,Visa,Laine,Castleknock,Dublin,Ireland,6/14/2007 13:14,1/25/2016 0:57,53.3786111,-6.3922222
1/11/2016 15:59,Product1,1200,Visa,kirsten,Bishops Stortford,England,United Kingdom,1/17/2006 8:51,1/25/2016 3:03,51.8666667,0.1666667
1/6/2016 14:38,Product2,3600,Mastercard,Elizabeth,Den Haag,Zuid-Holland,Netherlands,5/14/2007 12:48,1/25/2016 3:13,52.0833333,4.3
1/6/2016 9:52,Product1,1200,Mastercard,Anna,Lafayette                   ,CA,United States,1/3/2016 15:01,1/25/2016 10:19,37.88583,-122.11694
1/1/2016 9:21,Product1,1200,Diners,Babs,Blackpool,England,United Kingdom,1/1/2016 8:05,1/25/2016 10:52,53.8166667,-3.05
1/3/2016 7:58,Product1,1200,Mastercard,Gerlinde,Hellerup,Kobenhavn,Denmark,1/2/2016 12:27,1/25/2016 11:13,55.7333333,12.5833333
1/11/2016 11:36,Product1,1200,Mastercard,Hollyn,London,England,United Kingdom,10/14/2015 14:23,1/25/2016 11:16,51.51334,-0.08895
1/13/2016 14:53,Product1,1200,Visa,leiser,N Java                      ,NY,United States,1/13/2016 13:22,1/25/2016 11:33,42.68361,-78.33806
1/1/2016 10:06,Product2,3600,Mastercard,Irene,Munich,Bayern,Germany,1/1/2016 9:13,1/25/2016 11:37,48.15,11.5833333
1/16/2016 5:07,Product1,1200,Amex,Lisa,Brulon,Pays de la Loire,France,8/6/2007 7:48,1/25/2016 11:42,47.9666667,-0.2333333
1/6/2016 16:37,Product1,1200,Visa,Ann,Austin                      ,TX,United States,12/28/2015 12:31,1/25/2016 12:17,30.26694,-97.74278
1/18/2016 17:21,Product1,1200,Mastercard,Nichol Jane,Midland Park                ,NJ,United States,1/11/2016 20:59,1/25/2016 14:00,40.98917,-74.14111
1/13/2016 15:18,Product1,1200,Amex,Beatriz,Centerport                  ,NY,United States,1/13/2016 14:46,1/25/2016 14:01,40.88528,-73.37667
1/24/2016 8:21,Product1,1200,Mastercard,corina,Neustift am Walde,Vienna,Austria,7/19/2005 12:42,1/25/2016 14:22,48.25,16.3
1/24/2016 8:25,Product1,1200,Mastercard,manon,Neustift am Walde,Vienna,Austria,7/19/2005 12:42,1/25/2016 14:22,48.25,16.3
1/18/2016 13:06,Product1,1200,Diners,Isabelle,Shorewood                   ,MN,United States,1/18/2016 8:44,1/25/2016 14:49,44.90333,-93.56611
1/22/2016 18:44,Product1,1200,Visa,Lynne,Southlake                   ,TX,United States,1/22/2016 17:24,1/25/2016 15:02,32.94111,-97.13389
1/8/2016 8:58,Product1,1200,Mastercard,Doug,Huntington                  ,NY,United States,1/8/2016 8:22,1/25/2016 17:39,40.86806,-73.42611
1/4/2016 9:54,Product1,1200,Mastercard,AMY,The Woodlands               ,TX,United States,12/30/2015 20:41,1/25/2016 18:23,30.15778,-95.48917
1/13/2016 20:22,Product1,1200,Visa,Kim,Kelowna,British Columbia,Canada,8/2/2015 14:28,1/25/2016 19:25,49.9,-119.4833333
1/9/2016 10:22,Product1,1200,Mastercard,HELIDA,White House                 ,TN,United States,1/5/2016 14:49,1/25/2016 19:35,36.47028,-86.65139
1/5/2016 12:28,Product1,1200,Visa,Cameron,Rungsted,Frederiksborg,Denmark,1/5/2016 12:02,1/25/2016 23:22,55.8841667,12.5419444
1/26/2016 3:43,Product1,1200,Mastercard,Wendy,Lake Mahopac                ,NY,United States,1/26/2016 3:10,1/26/2016 3:10,41.37222,-73.73389
1/26/2016 3:49,Product2,3600,Mastercard,Jane,Biot,Provence-Alpes-Cote d'Azur,France,3/1/2015 0:00,1/26/2016 3:18,43.6333333,7.1
1/11/2016 13:16,Product2,3600,Visa,shelby,Plantation                  ,FL,United States,1/11/2016 12:20,1/26/2016 3:42,26.12194,-80.14361
1/22/2016 15:32,Product1,1200,Mastercard,Tara,Killiney,Dublin,Ireland,2/27/2007 11:35,1/26/2016 4:32,53.2522222,-6.1125
1/9/2016 14:25,Product1,1200,Amex,James,Guer,Brittany,France,4/7/2015 0:00,1/26/2016 5:32,47.9,-2.1166667
1/21/2016 11:28,Product1,800,Amex,Heloise ,Arlington                   ,VA,United States,9/25/2005 20:26,1/26/2016 6:23,38.89028,-77.08444
1/1/2016 14:19,Product1,1200,Mastercard,Gabriel,Three Hills,Alberta,Canada,5/21/2015 11:39,1/26/2016 7:17,51.7,-113.2666667
1/26/2016 4:30,Product1,1200,Visa,Jodie ,Great Falls,Virginia,United States,1/26/2016 0:00,1/26/2016 7:48,38.99806,-77.28861
1/7/2016 4:45,Product1,1200,Amex,Jeremy,London,England,United Kingdom,1/7/2016 4:30,1/26/2016 8:01,51.52721,0.14559
